ID,geometry,alt_name,ele,gnis:feature_id,name,name:ru,place,tourism,wikidata,name:zh,name:zh-Hant,wikipedia,wheelchair,amenity,attraction,gnis:county_id,gnis:created,gnis:state_id,architect,artist_name,artwork_type,historic,start_date,website,website:alternate,artwork_subject,material,addr:housenumber,addr:postcode,addr:street,phone,addr:city,addr:country,addr:state,gnis:county_name,gnis:import_uuid,gnis:reviewed,lgbtq,source,sport,building,building:colour,building:levels,building:material,height,nycdoitt:bin,roof:material,roof:shape,addr:floor,opening_hours,name:es,email,internet_access,internet_access:fee,smoking,fee,leisure,access,name:fr,artist:wikidata,image,memorial,note,wikimedia_commons,artist:wikipedia,subject:wikidata,subject:wikipedia,brand,brand:wikidata,noexit,branch,operator,rooms,old_name,air_conditioning,bar,reservation,barrier,board_type,information,species:wikidata,species:wikipedia,official_name,description,name:hr,internet_access:ssid,emergency,operator:wikidata,operator:wikipedia,covered,check_date,fax,flickr,short_name,shop,level,contact:website,cuisine,name:en,name:zh-Hans,date,display,faces,addr:unit,fixme,contact:facebook,contact:instagram,fitness_centre,postal_code,swimming_pool,ref,ref:nrhp,contact:email,dof,source_ref,subject:description,statue,dog,museum,operator:type,artist,breakfast,payment:cash,payment:credit_cards,payment:debit_cards,year_of_construction,inscription,opening_hours:covid19,inscription_1,inscription_2,backrest,toilets:wheelchair,alt_name:en,alt_name:fr,contact:yelp,disused:website,source:name,contact:pinterest,contact:twitter,wifi,subject,name:ko,payment:american_express,payment:mastercard,payment:visa,toilets,direction,name:it,link,map_size,map_type,name:de,capacity,sculptor,facebook,bench,indoor,lit,sms,video,natural,species,species:en,tree:diameter,type,payment:diners_club,payment:discover_card,toilets:unisex,contact:fax,contact:phone,architect:wikidata,name:etymology:wikidata,motor_vehicle,toilets:access,location,man_made,opening_hours:url,board:title,layer,polling_station,construction:tourism,architect:wikipedia,old_name:etymology:wikidata,old_old_name,description:en,internet,bicycle_parking,min_height,colour,model,survey:date,fountain,network,parking,payment:contactless,pets,guide_type,level:ref,room,cost,office,wikimedia_commons_1,nodes,maxspeed,surface,tiger:cfcc,tiger:county,tiger:name_base,tiger:zip_left,tiger:zip_right,oneway,tiger:name_type,tiger:reviewed,name_1,sidewalk:both,tiger:name_base_1,tiger:name_type_1,addr:full,check_date:opening_hours,heritage,heritage:operator,lpc:inscription_date,name:ja,name:tr,nrhp:inscription_date,ref:lpc,building:part,importance,landmark,monument,name:af,name:ar,name:azb,name:ba,name:be,name:cs,name:da,name:el,name:et,name:eu,name:fi,name:he,name:hi,name:hu,name:kaa,name:lt,name:nl,name:pl,name:pt,name:ro,name:sk,name:sl,name:sr,name:sv,name:tt,name:uk,name:ur,official_name:en,roof:colour,seamark:landmark:category,government,building:architecture,building:use,construction_date,name:zh_pinyin,short_name:de,short_name:es,short_name:fr,short_name:pl,ship:type,seasonal,disused:tourism,area,team,team_2,construction,smoothness,heritage:website,nrhp:criteria,protection_title,nrhp:nhl,payment:carte_blanche,payment:jcb,payment:union_pay,business_centre,addr:district,pets_allowed,fee:conditional,old_name:es,religion,cat,addr:housename,designation,name:fa,old_name:-2006,old_name:2006-2019,instagram,notable_tenant:wikidata,twitter,not:brand:wikidata,laundry_service,old_nycdoitt:bin,payment:unionpay,wheelchair:rooms,building:levels:underground,loc_name,name:ast,operator:short,operator:website,ref:isil,name:kn,denomination,service:bicycle:rental,tourism_1,building:name,building:start_date,building:wikidata,building:wikipedia,museum:start_date,owner,diocese,rooms:wheelchair,landuse,bin,sauna,tower:type,zoo,bridge,manufacturer,maxweight,bridge:structure,alt_name:cs,alt_name:es,mapillary,aerialway,url,url:1,drinking_water,name:bg,name:ml,seamark:platform:category,seamark:type,closed,tunnel,ways,addr:place,bicycle,old_railway_operator
24,POINT (-73.9727725 40.7699059),,,,Christopher Columbus,,,artwork,Q6022984,,,en:Statue of Christopher Columbus (Central Park),,,,,,,,Jeronimo Suñol,statue,,1892-05-12,https://www.nycgovparks.org/parks/central-park/monuments/297,https://www.centralparknyc.org/locations/christopher-columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christophe Colomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,POINT (-74.0138892 40.7104974),,,,The Sphere,,,artwork,Q2164298,,,en:The Sphere,yes,,,,,,,Fritz Koenig,sculpture,memorial,1971,,,,bronze,,,,,,,,,,,,,,,,,,7.64,,,,,,,,,,,,,,,Q524205,https://upload.wikimedia.org/wikipedia/commons/1/1f/Liberty_Park_Sep_2018_06.jpg,sculpture,Twin Towers Memorial,Category:The Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,POINT (-73.9723702 40.7697989),,,,William Shakespeare,,,artwork,Q17194246,,,en:Statue of William Shakespeare (New York City),,,,,,,,John Quincy Adams Ward,statue,,1872-05-23,https://www.nycgovparks.org/parks/central-park/monuments/1431,https://www.centralparknyc.org/locations/william-shakespeare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,POINT (-73.9731523 40.7703769),,,,Indian Hunter,,,artwork,Q17194242,,,en:Indian Hunter (Ward),,,,,,,,John Quincy Adams Ward,statue,,1869-02-04,https://www.nycgovparks.org/parks/central-park/monuments/769,https://www.centralparknyc.org/locations/indian-hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,POINT (-73.9721367 40.7706639),,,,Fitz-Greene Halleck,,,artwork,Q18148488,,,en:Statue of Fitz-Greene Halleck,,,,,,,,James MacDonald,statue,,1877,https://www.nycgovparks.org/parks/central-park/monuments/658,https://www.centralparknyc.org/locations/fitz-greene-halleck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,POINT (-73.9665337 40.7750382),,,,Alice in Wonderland,,,artwork,,,,,,,,,,,,José de Creeft,statue,,1959,https://www.nycgovparks.org/parks/central-park/monuments/13,https://www.centralparknyc.org/locations/alice-in-wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alice au pays des merveilles,Q3080662,,,,,en:Jose de Creeft,Q92640,en:Alice's Adventures in Wonderland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,POINT (-73.9837251 40.7557394),,,,International Center of Photography,,,museum,Q636942,,,en:International Center of Photography,,,,,,,,,,,,https://www.icp.org/,,,,1133,10036,6th Avenue,,New York,US,NY,,,,,,,,,,,,,,,,,,info@icp.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,POINT (-73.9521167 40.7952752),,,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,POINT (-73.9528662 40.7965284),,,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,POINT (-73.951475 40.804182),,,,L-Hostels,,,hostel,,,,,,,,,,,,,,,,http://www.l-hostels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,POINT (-73.9710998 40.7936648),,,,,,,hostel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,POINT (-73.9446423 40.8498716),,29.9265137,,GWB View,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,POINT (-73.9268503 40.8509205),,46.0248,,HBP 187 View,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,POINT (-73.9285932 40.8494463),,56.388,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,POINT (-73.9354673 40.8373579),,,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:View_from_bare_rock_in_Highbridge_Park_near_167th_street_entrance.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,POINT (-73.9217898 40.856969),,10.668,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,POINT (-73.9296031 40.8463207),,30.167,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,POINT (-73.9295373 40.8462228),,24.4,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,POINT (-74.014598 40.7044082),,,,Netherland Monument,,,artwork,,,,,yes,,,,,,,Hendrik Albertus van den Eijnde,,memorial,1926,https://www.nycgovparks.org/parks/battery-park/monuments/1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2053242,,column,,Category:Netherland Monument (Battery Park),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,POINT (-73.9799422 40.7814188),,,,Amsterdam Inn,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,POINT (-74.015694 40.7149558),,,,Conrad,,,hotel,,,,,yes,,,,,,,,,,,https://www.conradnewyork.com/,,,,102,10282,North End Avenue,+1 212-945-0100,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conrad,Q855525,,Downtown,Hilton,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,POINT (-74.008857 40.715575),,,,The Frederick Hotel,,,hotel,Q22674044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,The Cosmopolitan Hotel - Tribeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,POINT (-73.9867075 40.7443441),,,,Latham,,,hotel,,,,,,,,,,,,,,,,,,,,4,,East 28th Street,,New York,US,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,POINT (-73.982912 40.7690103),,,,Mandarin Oriental,,,hotel,Q6747858,,,"en:Mandarin Oriental, New York",yes,,,,,,,,,,,,,,,80,10023,Columbus Circle,-9816,New York,,NY,,,,,,,,,,,,,,,,,,MONYC-RESERVATIONS@MOHG.COM,,,,,,,,,,,,,,,,,,,,Mandarin Oriental,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,POINT (-73.9708276 40.796654),,,,Hotel 99,,,hotel,,,,,,,,,,,,,,,,https://www.hotel99.com/,,,,244,10025,West 99th Street,,New York,US,NY,,,,,,,,,,,,,,,,,,info@hotel99.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,POINT (-73.9907398 40.727834),,,,"The Standard, East Village",,,hotel,Q5167816,,,,,,,,,,,,,,,,,,,25,10003,Cooper Square,(212) 475-5700,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,POINT (-73.9183446 40.8609689),,,,Sherman Creek,,,picnic_site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,POINT (-73.9276819 40.8656888),,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,POINT (-73.9320915 40.8657494),,,,,,,viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
